title,companyName,location,experience,salary,jobDescription,tagsAndSkills,jobUploaded,minimumSalary,maximumSalary,minimumExperience,maximumExperience,averageSalary
Senior Software Engineering Lead FHIR,Optum,Hybrid - Hyderabad,9-13 Yrs,22.5-37.5 Lacs PA,"<p> <strong>Description - External</strong></p><p>Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start <strong>Caring. Connecting. Growing together.</strong></p><br /><p>As a FHIR Solutions Engineer, you will play a pivotal role in designing, developing, and implementing FHIR-based solutions. You will leverage your extensive experience and expertise in FHIR to enhance our clinical systems, ensuring seamless interoperability and data exchange. Day to day duties will include design and development of FHIR based clinical knowledge solutions, EMR integration, performing knowledge transfer, and participation in team agile process.</p><br /><p><strong>Primary Responsibility:</strong></p><ul><li>Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to, transfer and/or re-assignment to different work locations, change in teams and/or work shifts, policies in regards to flexibility of work benefits and/or work environment, alternative work arrangements, and other decisions that may arise due to the changing business environment). The Company may adopt, vary or rescind these policies and directives in its absolute discretion and without any limitation (implied or otherwise) on its ability to do so</li></ul><br /><ul><li><strong>Required Qualifications:</strong></li><li>Bachelors or master’s degree in computer science, Information Technology, or a related field</li><li>5+ years of experience in healthcare technology with a focus on FHIR based solutions</li><li>5+ years  of Typescript/Javascript experience</li><li>5+ years of experience in NPM/NodeJS </li><li>5+ years of experience in Bash Shell Scripting</li><li>5+ years of experience in Github/git </li><li>5+ years of ontermediate level experience with Azure infrastructure and architecture</li><li>5+ years of experience in the healthcare industry</li><li>3+ years of FHIR Experience </li><li>3+ years of experience in GitHub Actions/Workflow</li><li>3+ years of experience in FHIR Specification and Operations</li><li>Solid understanding of clinical data standards and interoperability</li><li>Intermediate level proficiency with Terraform and cloud architecture</li><li>Proven track record of successfully implementing FHIR-based solutions in large health care organizations</li><li>Proven excellent problem-solving skills and attention to detail</li><li>Proven solid communication and collaboration skills</li></ul><br /><p><em>At UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone–of every race, gender, sexuality, age, location and income–deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes — an enterprise priority reflected in our mission.</em></p><br /><br />","Typescript,Github,FHIR,Healthcare Domain,Javascript,Azure infrastructure,Software engineering,Engineering",2 Days Ago,2250000.0,3750000.0,9.0,13.0,3000000.0
Python developer,Techno Facts Solutions,Bengaluru,4-9 Yrs,7-13 Lacs PA,"Required Skills & Qualifications:  . 4+ years of hands-on experience in backend development with Python<br><br>Proficient in FastAPI,or similar frameworks like Flask or Django<br><br>Preferred Qualifications:  . <br><br>Strong experience with RESTful API design and integration<br><br>Experience with Docker,Git,and CI / CD tools<br><br>Good understanding of authentication protocols (OAuth2,JWT)","Postgresql,Fast Api,Javascript,Python,Django,Development,API,Python Development",7 Days Ago,700000.0,1300000.0,4.0,9.0,1000000.0
java developer- Face To face,Cloudxtreme,"Chennai, Bengaluru",6-11 Yrs,12-17 Lacs PA,"<p><strong>Role & responsibilities</strong> </p><p>java</p><p>springboot</p><p>microservices</p><p>Aws</p><br /><p> </p><p>Venue for Drive  Bangalore WTC 4 (4th floor)</p><p>Mphasis Limited. WTC-4</p><p>Bagmane World Technology Center,</p><p>Marathahalli Outer Ring Road,</p><p>Doddanakundi Village, Mahadevapura,</p><p>Bangalore - 560 048. India</p><p>Time - 10AM - 5PM</p><br />","Spring Boot,aws,Microservices,java,Development,Spring,Java Development,Boot",4 Days Ago,1200000.0,1700000.0,6.0,11.0,1450000.0
Senior QA Engineer,Zepul,Bengaluru,7-10 Yrs,18-25 Lacs PA,"<p><strong>Senior QA Engineer</strong></p><p><strong>Location:</strong> Bangalore, India<br /><strong>Experience:</strong> 6 to 8 years/ WFO</p><br /><p><strong>Job Description:</strong></p><p>We are looking for a Senior QA Engineer that will be responsible for the automated and manual testing approach for our product suite. You will be responsible for developing an overarching testing approach for web application and web services. This will have an emphasis on automated testing frameworks that can be administered by both QA and Software Engineers.</p><p><strong>Roles and Responsibilities:</strong></p><ul><li>Defining and implementing the testing (manual and automated) strategy for the product</li><li>Creating test approaches with the Scrum teams</li><li>Creating and executing test cases across functional, regression and end-to-end testing</li><li>Automation framework design and implementation according to project structure</li><li>Defining and overseeing the defect management process</li><li>Identifies risk, writes test plans where appropriate, and performs testing on tasks needed to be completed within the timelines of a defined sprint</li><li>Ensures conformance to the SDLC</li><li>Analyze the project documentation to ensure a thorough understanding of the requirements</li><li>including, but not limited to, business and technical requirements, functional specifications,</li><li>integration points and use cases</li><li>Convey requirements into easy-to-understand test scenarios and test plans</li><li>Analyze business requirements and identify possible gaps, and missing scenarios</li><li>Plans, organizes and schedules project deliverables</li></ul><br /><p><strong>This may be the right role for you if you have.</strong></p><ul><li>Demonstrate 6 to 8 years of experience in testing complex web and backed applications</li><li>Demonstrate 6 to 8 years of software automation experience in web and backend applications</li><li>Experience developing and executing manual and automated tests</li><li>Experience in testing Java applications preferred</li><li>Good understanding of monitoring logs to triage issues</li><li>Tools/Frameworks: Selenium, Playwright, Jenkins, CI/CD</li><li>Good reporting skills</li><li>Ability to embed Continuous Improvement within the Scrum teams</li><li>Strong verbal and written communication skills</li><li>A degree in Computer Science, or a related subject is beneficial</li></ul>","Manual And Automation Testing,Rest Api Testing,Playwright,Selenium With Java,Microservices,Jenkins,Rest Assured,CI/CD",4 Days Ago,1800000.0,2500000.0,7.0,10.0,2150000.0
Java Devops Engineer,Photon,Bengaluru,7-12 Yrs,25-30 Lacs PA,"DevOps & CI / CD: Hands-on experience with CI / CD pipelines,Jenkins,Docker / Kubernetes,and familiarity with monitoring tools for deployments","Java,Devops,Jenkins,Docker,Ci/Cd,Spring Boot,AWS,Microservices",9 Days Ago,2500000.0,3000000.0,7.0,12.0,2750000.0
React + Java Developer,Photon,Bengaluru,5-9 Yrs,25-27.5 Lacs PA,"Required Skills and Qualifications:  . Strong proficiency in Java: Including core Java concepts,object-oriented programming,and experience with frameworks like Spring Boot<br><br>Database Knowledge: Experience with relational databases (e.g.,MySQL,PostgreSQL) and / or NoSQL databases (e.g.,MongoDB)","Java,React.Js,React,Css/Css3,Redux,Javascript,Spring Boot,HTML",9 Days Ago,2500000.0,2750000.0,5.0,9.0,2625000.0
Business Analyst,CGI,Hybrid - Hyderabad,6-8 Yrs,8-15 Lacs PA,Minimum of 6 years experience administering and developing customizations on security platforms and managing security administration.,"Scrum master,Business Analyst,IAM,Pam,Scrum,Business analysis",9 Days Ago,800000.0,1500000.0,6.0,8.0,1150000.0
Aws Cloud Engineer,GSR Business Services,Bengaluru,5-10 Yrs,10-20 Lacs PA,On call rotation to provide infra support during high severity incidents. Educational and Professional Certification:  .,"CLOUD,AWS,Kubernetes,LINUX,AWS Cloud",4 Days Ago,1000000.0,2000000.0,5.0,10.0,1500000.0
Sr. QA Engineer,Perfios Software Solutions,Hybrid - Bengaluru,3-5 Yrs,9-15 Lacs PA,"ISTQB certification in Test Automation Engineering is a plus . <br><br>Proficient in automation testing tools such as Selenium WebDriver and JMeter<br><br>Experience with API testing,preferably using Rest Assured<br><br>Proficient in using Ansible for executing scripts to deploy builds<br><br> Desired Skills & Qualifications: . 3 to 6 years of experience in software QA testing","Java,Automation Testing,API Testing,Selenium,Manual Testing,Cucumber,SR,API",7 Days Ago,900000.0,1500000.0,3.0,5.0,1200000.0
Sr. Dot Net Angular Developer/ Lead (full stack developer),Excel Talent Plus,Hyderabad,5-10 Yrs,15-20 Lacs PA,"We are looking at 5 plus years experienced .Net and angular Developer having experience in live project implementation in two or more projects. This job is work from office and night shift. Immediate joiner, Hyd based with certification preferred.","Full Stack Developer,.Net,Angular,Stack,Development,DoT,Full Stack,SR",8 Days Ago,1500000.0,2000000.0,5.0,10.0,1750000.0
MDM Lead Data Analyst (Bangalore - Immediate Joiners Only),Amit Gaikwad,Hybrid - Bengaluru,7-12 Yrs,30-35 Lacs PA,"Master data management, MDM tools (Informatica MDM, CluedIn), data modeling, data quality & governance, integration, deduplication, rules/standards implementation, analytical & problem-solving, stakeholder management, communication.
End to End MDMDomain expert for assigned data
Understand source systems feeding into MDM
Document data stewardship
Develop rules and standards for data quality
MDM tools (Informatica MDM, CluedIn, or similar)","Mdm Informatica,End to End MDM Implementation,Metadata Management,MDM,Data Governance,Data Quality Management,Data Integration,Data Quality",Just Now,3000000.0,3500000.0,7.0,12.0,3250000.0
Business Analyst _ Solution Developer,Virtualyyst,Bangalore Rural,4-5 Yrs,8.4-8.52 Lacs PA,"<p>Responsibilities:</p><ul><li>Develop business solutions using Python & AI</li><li>Create Conversational AI</li><li>Conduct requirement gathering sessions with clients</li><li>Analyze client needs through Business Analysis</li><li>Design chatbots for customer engagement</li></ul>

Health insurance
Annual bonus
Provident fund","Requirement Gathering,Artificial Intelligence,Solution Development,Chatbot,Python,Business Analysis,Business development,Development",Just Now,840000.0,852000.0,4.0,5.0,846000.0
Embedded Software Developer,Adeptise,Bengaluru(Whitefield),5-10 Yrs,18-24 Lacs PA,"<p> Were hiring an <strong>Embedded Software Developer</strong> in Bangalore (Hybrid, 3 days onsite). Work on real-time apps using C/C++, Linux & RTOS. 5–10 yrs exp, strong debugging & problem-solving skills required. </p>","Linux,RTOS,C++,Tcp Ip Protocol,Doors,C Programming Language,C++ Embedded,SCM",Few Hours Ago,1800000.0,2400000.0,5.0,10.0,2100000.0
JAVA Developers - BULK HIRE - Bangalore Candidates - Manyatta- 24 LPA,Axycube Solutions,Bengaluru,4-9 Yrs,18-25 Lacs PA,"location : Bangalore manyata tech park MUST:.4 to 7 yrs as java backend with strong core java,springboot and microservices <br><br>MUST: 4 to 8 YEARS EXPERIENCE AS java backend developer <br><br>IMMEDIATE JOINERS ONLY <br><br>REQUESTING ONLY IMMEDIATE JOINERS !","Java,Spring Boot,Java Coding,Microservices,Kafka,AWS,Spring,Coding",Few Hours Ago,1800000.0,2500000.0,4.0,9.0,2150000.0
.NET Software Developers/Dot NET Developers,Rapid Talent Solutions,Hybrid - Bengaluru(Whitefield +1),6-11 Yrs,25-35 Lacs PA,"Mandatory: C#, NET Core, MVC, Asp.Net, LINQ, SQL OOPS, Solid Principals, Rest Api, AWS, OR Azure
Should be able to write clean coding/Program
Good communication /Analytical skills
Preferred: Immediate to 15 days joiner/Bangalore based candidates only","C#,.Net Core,mvc,SQL Server,Dotnet Development,Azure,Solid Principals,OOPS",1 Day Ago,2500000.0,3500000.0,6.0,11.0,3000000.0
"Software Developer (C#, ASP.NET, Angular, Java, AWS, DevOps) Bangalore",White Horse Manpower Consultancy,Bengaluru,1-6 Yrs,3.5-7 Lacs PA,"Develop, maintain, enhance applications using C#, ASP.NET, MVC, Web Services, Web API.
Work JavaScript, jQuery, AJAX, AngularJS, and Angular 12 or above front-end development
Design manage databases Microsoft SQL Server (2008/2012/2014/2016)Collaborate on backend systems with Spring Boot, NiFi, Kafka, and ElasticSearch for data processing and integration.
Contribute to cloud-native solutions using AWS stack container orchestration","C#,AngularJS,Web API,ASP.NET,Web Services,Bangalore IT Jobs.,SQL Server 2016,Kafka",2 Days Ago,350000.0,700000.0,1.0,6.0,525000.0
Data Engineering/Scientist/devops/mern Trainer - Part Time,ICS Soft Solutions,Jaipur(Jhotwara),2-6 Yrs,3.6-12 Lacs PA,"<p>We seek trainers in Data Engineering/Scientist/devops/mern. <strong>Experienced and Jaipur</strong> based candidates are required. Industrial experience preferred, teaching experience not required .Teaching job with <strong>high earning potential</strong> and part-time role.</p>","Data Engineering,Leadership,Mern Full Stack,Matplotlib,SAP,Natural Language Processing,Digital Marketing,HTML",3 Days Ago,360000.0,1200000.0,2.0,6.0,780000.0
Business Analyst-TWD- Banking Domain,Topnotch Recruitment Consultants,Bengaluru,7-12 Yrs,25-32.5 Lacs PA,"We are hiring a hands-on Business Analyst to support the TWD Central programme in delivering a large-scale regulatory requirement (PRA TWD). <br><br>Experience: Strong background in Product Control,Traded Risk,Business Finance,Liquidity or Capital Management,and Stress Testing","Market Risk,Stress Testing,Liquidity Risk,Market Risk Management,Trade Risk,Risk,Trade,Software testing",4 Days Ago,2500000.0,3250000.0,7.0,12.0,2875000.0
Senior Data Analyst! Prithla Palwal Haryana! Salary 70k,Recruitmentpoint New Delhi,Palwal,5-10 Yrs,4.25-7.5 Lacs PA,"Hiring for Senior Data Analyst for Prithla Palwal Haryana
Salary 70k to 80k
Mainly Google app Script, Javascript, Googlesheets
Automation, dashboard, power Bi, Data Studio.

call & Whatsapp 7835904053
Anuj AgarwalCreate & monitor MIS, IMS, PMS, FMS","Google Data Studio,Google Sheets,Power Bi,Google Apps Script,Javascript,Data Analysis,Google,Data",6 Days Ago,425000.0,750000.0,5.0,10.0,587500.0
